14,<Category: Washing>,How many buckets of water do you use for washing clothes once?,33,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/Washing_bucket_uspqwy.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.mp4,main/Washing_bucket.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.webm,,,,RA-B,1
15,<Category: Washing>,What is the size of the bucket that you use?,34,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/Washing_bucket_uspqwy.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.mp4,main/Washing_bucket.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.webm,,,,RA-S,1
16,<Category: Washing>,What is the type of your washing machine?,35,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/Washing_machine_f2st8p.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_machine_f2st8p.mp4,main/Washing_machine.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_machine_f2st8p.webm,,,,CH,1
17,<Category: Washing>,How many times do you wash clothes per week?,37,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/Washing_bucket_uspqwy.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.mp4,main/Washing_bucket.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_bucket_uspqwy.webm,,,,RA-T,0
18,<Category: Washing>,How many times do you wash clothes per week?,36,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/Washing_machine_f2st8p.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_machine_f2st8p.mp4,main/Washing_machine.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/Washing_machine_f2st8p.webm,,,,RA-T,1
19,<Category: Cleaning>,How do you clean your home?,40,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/cleaning_both_bn5vqf.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_both_bn5vqf.mp4,main/cleaning_both.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_both_bn5vqf.webm,,,,CH,0
20,<Category: Cleaning>,How may buckets do you use per clean?,42,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/cleaning_mop_b5q09l.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_mop_b5q09l.mp4,main/cleaning_mop.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_mop_b5q09l.webm,,,,RA-B,1
21,<Category: Cleaning>,What is the size of the bucket that you use?,43,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/cleaning_mop_b5q09l.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_mop_b5q09l.mp4,main/cleaning_mop.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/cleaning_mop_b5q09l.webm,,,,RA-S,1
22,<Category: Kitchen>,How much water do you use for cooking?,50,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849761/kitchen-1_q7okmw.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen-1_q7okmw.mp4,main/kitchen-1.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen-1_q7okmw.webm,,,,RA-L,0
23,<Category: Kitchen>,How do you wash your dishes?,51,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/kitchen-utensils_both_uhpyol.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/kitchen-utensils_both_uhpyol.mp4,main/kitchen-utensils_both.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/kitchen-utensils_both_uhpyol.webm,,,,CH,0
24,<Category: Kitchen>,How many loads per day do you wash?,52,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849761/kitchen_utensils_dishwasher_psao7v.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen_utensils_dishwasher_psao7v.mp4,main/kitchen_utensils_dishwasher.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen_utensils_dishwasher_psao7v.webm,,,,RA-T,1
25,<Category: Kitchen>,How long do you leave the kitchen faucet running for washing dishes?,55,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/kitchen-utensils-tap_nfce7y.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/kitchen-utensils-tap_nfce7y.mp4,main/kitchen-utensils-tap.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/kitchen-utensils-tap_nfce7y.webm,,,,RA,0
26,<Category: Kitchen>,How long do you leave the kitchen faucet running each day other than for washing utensils?,59,10,10,10,10,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849763/kitchen-utensils-tap_nfce7y.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/kitchen-utensils-tap_nfce7y.mp4,main/kitchen-utensils-tap.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849763/kitchen-utensils-tap_nfce7y.webm,,,,RA,1
27,<Category: Drinking>,How much water do you drink per day?,60,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/drink-1_slxqaw.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/drink-1_slxqaw.mp4,main/drink-1.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/drink-1_slxqaw.webm,,,,RA-L,0
28,<Category: Drinking>,How do you purify your drinking water?,61,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/kitchen_drinking_2_n9isxa.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/kitchen_drinking_2_n9isxa.mp4,main/kitchen_drinking_2.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/kitchen_drinking_2_n9isxa.webm,,,,CH,0
29,<Category: Drinking>,Do you use the backwashed water from RO system?,65,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849761/kitchen_drinking_ro_3_yb79yc.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen_drinking_ro_3_yb79yc.mp4,main/kitchen_drinking_ro_3.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849761/kitchen_drinking_ro_3_yb79yc.webm,,,,CH,1
30,<Category: Car/Bike>,Do you have a car?,70,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/car_bhd819.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_bhd819.mp4,main/car.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_bhd819.webm,,,,CH,0
31,<Category: Car/Bike>,How do you wash your car?,71,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/car_wash_w1wje1.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_wash_w1wje1.mp4,main/car_wash.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_wash_w1wje1.webm,,,,CH,1
32,<Category: Car/Bike>,How many times per month do you wash your car?,72,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/car_wash_w1wje1.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_wash_w1wje1.mp4,main/car_wash.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/car_wash_w1wje1.webm,,,,RA-T,1
33,<Category: Car/Bike>,Do you have a motorbike/cycle?,73,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849759/bike_kqhxyq.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849759/bike_kqhxyq.mp4,main/bike.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849759/bike_kqhxyq.webm,,,,CH,0
34,<Category: Car/Bike>,How do you wash your bike/cycle?,74,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849758/bike_wash_wlegkx.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/bike_wash_wlegkx.mp4,main/bike_wash.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/bike_wash_wlegkx.webm,,,,CH,1
35,<Category: Car/Bike>,How many times per month do you wash your bike?,75,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849758/bike_wash_wlegkx.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/bike_wash_wlegkx.mp4,main/bike_wash.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/bike_wash_wlegkx.webm,,,,RA-T,1
36,<Category: Garden>,Do you have a lawn or a balcony garden?,80,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/garden_ohpmch.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/garden_ohpmch.mp4,main/garden.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/garden_ohpmch.webm,,,,CH,0
37,<Category: Garden>,What is the area of the garden?,81,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/garden_ohpmch.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/garden_ohpmch.mp4,main/garden.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/garden_ohpmch.webm,,,,RA-Area,1
38,<Category: Garden>,How much water do you use to water your garden?,82,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563851589/balcony_garden_phone_gkx976.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563851589/balcony_garden_phone_gkx976.mp4,main/balcony_garden.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563851589/balcony_garden_phone_gkx976.webm,,,,RA-L,1
39,<Category: Pets>,Do you have pets at home?,90,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/pets_ut8nch.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/pets_ut8nch.mp4,main/pets.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/pets_ut8nch.webm,,,,CH,0
40,<Category: Pets>,How many pets do you have?,91,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/pets_ut8nch.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/pets_ut8nch.mp4,main/pets.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/pets_ut8nch.webm,,,,RA-Pets,1
41, <Category: Miscellaneous>,Do you have an aquarium at home?,100,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/aquarium_mnp3pd.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.mp4,main/aquarium.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.webm,,,,CH,0
42, <Category: Miscellaneous>,What is the size of the aquarium?,101,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/aquarium_mnp3pd.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.mp4,main/aquarium.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.webm,,,,CH,1
43, <Category: Miscellaneous>,How many times do you change its water per year?,102,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849760/aquarium_mnp3pd.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.mp4,main/aquarium.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849760/aquarium_mnp3pd.webm,,,,RA-T,1
44, <Category: Miscellaneous>,Do you have an air cooler at home?,104,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849758/air_cooler_xvzvmc.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_cooler_xvzvmc.mp4,main/air_cooler.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_cooler_xvzvmc.webm,,,,CH,0
45, <Category: Miscellaneous>,Do you have air conditioner at home?,105,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849758/air_conditioner_ory6rg.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_conditioner_ory6rg.mp4,main/air_conditioner.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_conditioner_ory6rg.webm,,,,CH,0
46, <Category: Miscellaneous>,Do you recycle the AC drained water?,106,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849758/air_conditioner_ory6rg.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_conditioner_ory6rg.mp4,main/air_conditioner.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849758/air_conditioner_ory6rg.webm,,,,CH,1
47, <Category: Miscellaneous>,Do you have rain water harvesting system?,109,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563849762/rain_water_harvesting_lgsskn.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/rain_water_harvesting_lgsskn.mp4,main/rain_water_harvesting.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563849762/rain_water_harvesting_lgsskn.webm,,,,CH,0
48, <Category: Miscellaneous>,Do you recycle water in any other way?,110,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563865493/recycle_water_xnqgxe.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563865493/recycle_water_xnqgxe.mp4,main/recycle_water.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563865493/recycle_water_xnqgxe.webm,https://ik.imagekit.io/jatlbo2dn/video/recycle_water_SNbZ-DeJ7.mp4,,,CH,0
49, <Category: Miscellaneous>,How much water do you recycle?,111,1,1,1,1,https://res.cloudinary.com/dvfxeiuvz/video/upload/ac_none/v1563865493/recycle_water_xnqgxe.mp4,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563865493/recycle_water_xnqgxe.mp4,main/recycle_water.mp5,https://res.cloudinary.com/dvfxeiuvz/video/upload/v1563865493/recycle_water_xnqgxe.webm,https://ik.imagekit.io/jatlbo2dn/video/recycle_water_SNbZ-DeJ7.mp4,,,RA-LB,1
